0review_id,1review_title,2review_text,3review_rating,4review_date,5visit_date,6reviewer_country,7reviewer_level
review_472556974,“Excellent”,"Pros:Many rides available.Transformers is the best ride (must visit), according to me.1 full day can be spent inside.Many mascots in different locations at different times of the day.Cons:Anything sold inside is costly.Suggestions:Umbrella or hat must on a sunny day. I'd suggest to buy them in the city (7-eleven) as it's costly inside.
",5,4 April 2017,November 2016,Singapore,03
review_472439853,“Awesome Adventure Park”,"I HAve Never Been Into this type of adventure park, All The Rides Are Awesome and have there own enjoyment. They have all types of rides from Kids to Adult. This is the best place for age group people
",5,3 April 2017,February 2017,NoCountry,03
review_472382233,“Worth the experience”,"Spent the day at Universal and was put off straight away once we entered and went to go on the first ride, the guy at the entrance indicated that unsecured items should be put into lockers that were provided (which is fair enough), however every locker we went to store our goods were sold out, we then had to find someone that represented the park to give us direction (good luck with that), we eventually found two gents who were more than happy to help, they suggested to go back out and use the lockers situated just outside of the entrance, we found the lockers, then had trouble with inserting cash (again no one around to assist), eventually had success on the last go, with all this we had missed an hour and a half, not to mention lining up at the que to get in again, by the way it costs 15 dollars for a small locker outside of the park opposed to 20 dollars max inside of the park. After the initial frustrating moments we went on the first ride (battle star Galactica) which took nearly 2 hours to get through, I did put this down to the lack of organisation when we eventually reached the ride, there was way too much delay in getting people off and on (the rest of the rides were super organised), I understand the safety component, however this was due, in my opinion, poor team work (besides the ride was average). after this ride we went nearly all the major rides (I think a few people have mentioned after lunch), which did not take over 30 minutes to get on (transformers 15 mins after lunch), and found the organisation between these teams excellent. We have been to Universal in LA,Knotsberry Farm in Anaheim, Movie world and Dreamword, in Queensland, although you can not compare these to Singapore (which is overall expensive), although comparing prices for entry and food, fairly much the same across the board. As we were first timers here, I would suggest cater for the whole day here and don't forget to get your tickets from the MRT for 4 dollars each return, this is situated on the third floor of the Vivo centre. Best attraction for us was Transformers.
",3,3 April 2017,March 2017,Australia,03
review_472359256,“Fun Day”,"Easy online booking, organised and clean park, can re-enter if you want to eat elsewhere, didn't need express pass midweek, Shrek ride disappointing, Transformers brilliant. Well worth a visit.
",4,3 April 2017,March 2017,Qatar,03
review_472322770,“Halloween experience”,"I went to Universal Studios Singapore in Halloween, where there were special horror attractions, and it was very funny and frightening. I recomment to buy an express pass due to the long queues, otherwise you will lose a lot of time!
",4,3 April 2017,October 2016,Spain,03
review_472153140,“Superb experience!!!!”,"We really enjoyed uss. The theme park is well constructed and well maintained. The rides are awesome. Main attractions are transformers, mummy returns, shrek. Try to go on weekdays.
",5,2 April 2017,February 2017,NoCountry,03
review_472107086,“Good visit for a trip of more than 5 days to Singapore”,"This park is really near and accessible from the city center. It´s smaller and cheaper than the other Universal Studios around the world. If you have an express pass you can do it in less than a day.
",4,2 April 2017,February 2017,Chile,04
review_472103698,“First time to Universal Studios”,"Below is my experience:Cons1. Best for kids.2. Too crowded and long queues. Better go on weekdays.3. Expensive ticket.4. OverratedPros1. Lots of rides. All sort of rides for everyone.2. Plenty of places to eat around.3. Clean and easy to go. Get to Vivo City by MRT (Harbour Front) and then take Sentosa Express.
",3,2 April 2017,March 2017,NoCountry,03
review_472098625,“USS”,"when you're a first time traveler and haven't been to any countries like japan sure you will love USS✌
",3,2 April 2017,March 2017,NoCountry,06
review_472040322,“Time for an update.”,"Universal Singapore is still very good but age is starting to show on some of the attractions. The same attractions that are there year after year. Universal might consider changing out some of the rids and attractions with something new. With all of that said. It's still definitely worth going if you find yourself in Singapore with kids. If you can afford to spend a little more, the express pass is worth it.
",3,2 April 2017,April 2017,Australia,06
review_472004546,“Be aware of the long lines”,"Nice to go with kids, but I would strongly avoid weekends and public holidays due to the incredible long lines for a 5 minute ride. How can they ask to stay in line for 60 minutes for 5 minutes of fun... not balanced at all. They should restrict the number of visitors. Like this there is no value for the time spent (even the fast pass is not helping.
",2,2 April 2017,April 2017,Russia,04
review_471979473,“Fun Day”,"We had a fabulous time and there were rides that my 4 year old could also enjoy. Getting the Express Pass really helped us. One can rent stroller here, which was quite useful. A brilliant place to have fun
",5,2 April 2017,March 2017,India,04
review_471913693,“Fun fun fun”,"Anyone who loves excitement, thrill, adventure in life must visit this place. Except for one roaller coaster twisting took all rides. It was mind blowing. My 9 yr son enjoyed it to the core. With good eatery joints inside you need not worry about carrying food items. A clean and well maintained place. One thing to definitely not miss would be Steven Spielberg Lights Camera Action section where they show you a glimpse of sound and special effects. All the other rides are good. Though the rates are on a little higher side but worth it. Please reach the venue on time so that you can cover the entire thing in a day.
",5,1 April 2017,March 2017,NoCountry,02
review_471781373,“Fun for all Ages”,"My first Universal Studios Experience and it was a blast for any movie buff. Clean and helpful staff with great sets that will amaze you. Some tips for a great day:1. Start early when its less crowded.2. Buy a priority pass (SD$30.00) but it believe me its the difference between 5 mins and sometimes 50mis in a queue. This is a must during school holidays or weekends.3. Not much dining options mostly fried food. But you can get pass-outs to eat in Sentosa and then go back inside.4. Do the Jurrasic Ride as one of your last ones because you can get pretty wet (especially your shoes)5. Wear comfortable shoes.6. Do the Water World show , Check the times that its on and dont miss out.7. People will try to cut the line, just be assertive and polite in addressing this and if they succeed in forcing their way, don't let it ruin your day (but you shouldn't get this problem if you get a priority pass).
",4,1 April 2017,April 2017,Australia,05
review_471772202,“Not worth the money!!!!”,"Very expensive attraction. Beverages and souvenir very expensive. Very boring rides. Very very very long queue. This theme park is more concern about making a snake like queues. Never ending qieues. Long queues will make all the guest felt tired and also felt like giving up of coming to the USS AGAIN. Queue for nearly 1 bour while the rides only last for as long as 2 min. So dissappointing and miserable theme park ever.USS management should limit the number of guest coming to USS to avoid dissappointment among the guests. USS management also should not just think of making money for their own interest without thinking of the guests feeling. This will be my first and last trip to USS. Those guest who read this might want to think twice before coming here.
",1,1 April 2017,March 2017,NoCountry,02
review_471700404,“Okay”,"Nice theme park, a lot of rides, my favorite was The Mummy. It's not too big but it's so crowded, and I went there not on the weekend. Tired of queuing.
",5,31 March 2017,May 2016,Indonesia,04
review_471662183,"“Great technology, but not for a thriller seeker”","First, I should be honest that the technology and design in this amusement park is really great. But so sorry, the attraction is more appropriate for kids. They only have battlestar galactica and mummy revenge for thriller seeker, I even can said both is not really scary.. you will see a lot of children (about 7 years old) go to this ride, it means that it is not too scary for kids. Another good attraction is transformer, but that's awesome because of the technology, good but not scary at all.. another attraction is just like a kid's toys or modern doll house. Nice, but not for a thriller seeker. You also should be patient in facing unfriendly staff. Most of them is really annoying, their expression shows if they are too tired and always tell everything in a hurry. Not recommended for thriller seeker, but recommended for family and adult who loves relaxing attraction.. hope they will build another serious thrilling attraction for adult and teach their staff to be more friendly.
",3,31 March 2017,March 2017,NoCountry,05
review_471658247,“A Fun Day”,"Overall a good day out at USS. Almost the same with US LA.We went there on Wednesday, and the crowd is still a lot.We able to complete most of the rides on time.The Roller Coaster is a long queue, but worth it.The Shrek4D waiting time is a bit too long.The Mummy ride is awesome. We love it.The best is still the Waterworld Show. A must go show. Don't miss this.The actors and actresses are so awesome and funny. 5 stars performance.Rocketfella is a bit boring.Sesame Street show is quite ok.Food is just normal.We used a SGD5 meal voucher that came with the tickets that we bought online.
",5,31 March 2017,March 2017,Malaysia,06
review_471654586,“Compact space but quality of fun is in top-notch.”,"We didn't expect the fried chicken of Goldilocks at Far Far Away can taste so lip-smacking good. We are flexible and open to anything in the park. Glad we all burned our energy there and didn’t meltdown during the Transformers rides.
",5,31 March 2017,March 2017,Singapore,04
review_471636533,“Amazing experience”,"Full entertainment. Worth all the money. Preferable to go on weekdays early morning to beat the crowd. If you are visiting alone you can inform in that line you are single and you get to go first.
",5,31 March 2017,March 2017,India,06
review_471625356,"“An Amazing Getaway for individuals, couples, groups, families & others!”","An amazing place to spend several hours to an entire day, regardless of whether you are on a solo trip, with your partner, friends, or family (not sure about pets!). You can try different rides, different cuisines, shop at different movie merchandise stores and above all, have quality fun time! A must visit for every tourist visiting Singapore :)
",5,31 March 2017,July 2016,India,02
review_471572168,“a bit of escapisim and great big scary rides”,"We went on a Sunday and I think we were really lucky with the queues, the longest we had to wait was around 20 minutes, it was obvious there was potential it could have been much longer. We were able to get around all the rides we wanted (my partner and I, no kids) and have a leisure couple of leisurely meals. The rides were great, loved the battle star galactica ones and the I loved the transformers 3D thing, that was a real surprise. The food is expensive, if you're on a tight budget bring some snacks/lunch.
",4,31 March 2017,March 2017,NoCountry,02
review_471547867,“Small but fun”,"I have visited Universal in US and Japan, enjoyed this one but seemed smaller than the others.Buy the express pass as it gets very busy and without one the shortest queue was 50min, the express pass was $30 dollars on top of admission.
",3,31 March 2017,March 2017,Australia,03
review_471537993,“Good fun for everyone”,"Singapore trip will never be complete without a visit to Universal Studios. Always keep a day for this.There are rides for all ages. A must visit.
",4,31 March 2017,February 2017,India,03
review_471510131,“So Much Fun!!”,"Have been to Universal Studios in LA before and knew this one was going to be smaller. Yes it was small but jam packed with so much fun and so many different rides. The Water World show is a must to go see, get there early for splash zone seats. All the rides were awesome, lines not too big and maximum we waited was around 30 minutes, especially late afternoon it was very quiet. Lots of food choices in Universal or can go out to Sentosa to eat then come back in. I would definitely return when visiting Singapore again!
",5,31 March 2017,March 2017,Australia,05
review_471413775,“Great Day Out”,"Spent a day at the park.Went on a Friday which was relatively quiet as we walked on most rides with a maximum 5 minute wait time.We purchased a ticket which included hotel pick up and transfer to the park, cost £86.00 for the two of us. Return vis the MRT Train system costing £3.50 for us both. That was to Orchard Road City Centre (Holiday Inn) . See separate review for that. If you made your own way to the park on the underground system the park entrance is only £33 each plus of course the £1.75 each train fare.This is a very small park in comparison to the USA, but still worth the entrance fee.Really easy to navigate round the park, you can go left or right on entry and the park is roughly in a circle.On average two rides per area and there are 6 areas to exploreThere are 4 thrill rides, one water rapid ride ( you will get wet, even soaked) The rest of the rides I would describe as family friendly.Other than the rides must do's are Shrek 4D Adventure and Waterworld Live stunt show ( a must see )Plenty of eateries, including ice cream stands catering for all tastes and dietary requirements. Cost of eating and drinking quite reasonable even though you are a captive audience. Note you can't bring your own food and drink in, your bag is searched on entry.All in all had a great day, spent about six hours here only stopping for a half hour lunch
",5,30 March 2017,March 2017,United Kingdom,04
review_471280094,“Don't go to transformers”,"This is the hell on Earth. So dissatisfied, we lost 2 hours and it was bad. Never go here. Hey administrators, put exits on the way. We stuck in the middle while we want to save our time and go away. Never go here. Save your time and nerves.
",1,30 March 2017,March 2017,NoCountry,0
review_471273206,“Uss”,"Very good attraction for those looking for some fun. Everything is safety at all. Surely will come again
",5,30 March 2017,March 2017,Indonesia,01
review_471261674,“Awesome place”,"Loved the rides - human, cylon & mummy.. the water world and spielberg shows are absolutely brilliant.. even the 4D shows are good.. kids will absolutely love the place
",5,30 March 2017,February 2017,India,03
review_471251440,“Awesome ”,"Awesome is the one word for this place. It's beautiful and clean. Activities are very nice and helps increase adrenaline to the core.
",5,30 March 2017,March 2017,India,06
review_471149428,“This place is all about thrill...OMG”,"Especially if you are travelling with teenage kids you need a place to keep them entertained. This universal studio is the right place to keep them occupied. Need at least a whole day to have some fun here otherwise you will be missing out on heaps of things. Please make sure you buy your tickets through the taxi driver its cheaper than buying through the agent. I am a big fan of roller coaster and they have some awesome 1s too. The live show at the water world is great if you are into loud noise gun fires canon balls and water splashes...food and drink is quite expensive inside. Overall it is a great place...my teenager enjoyed his day and always talks about it.
",4,29 March 2017,January 2017,NoCountry,04
review_471079626,“the real thing”,"fantastic theme based rides, very crowded, but one can manage to satisfy all age groups in half a day. seems like the lines for the adult roller coasters thin out during the late evening. The shows are good, pick your favourite.Best if you can afford a full day, otherwise combine with SEA aquarium, or some other attraction of your choice.
",4,29 March 2017,March 2017,India,05
