0review_id,1review_title,2review_text,3review_rating,4review_date,5visit_date,6reviewer_country,7reviewer_level
review_381520169,“Enjoyable place if you have patience”,"This is one of the most popular attractions is Singapore especially if you have kids. Singapore weather is hot so try not to visit in summertime or if you have no choice, bring a hat and sunscreen. Another tip is not to bring big bags because they are not allowed in some rides like rollercoasters. If you need to bring one, there are lockers for rent. In our case, I did not ride because I am not fond of rollercoasters so I could watch our bags. Universal closes early on weekdays (7pm) and 8pm on saturdays. Try to be there early or you won't finish the rides. The lines are looong and some rides could close at thunderstorm warnings. If you have extra money to buy the fast pass, I think they are worth it because you can ride all you can without lining up. We should have done this! Next time we know better.
",4,2016-06-10,June 2016,NoCountry,03
review_381330393,"“Day well spent - Minions, Human/Cylon, Mummy, Jurassic Park”","Went to USS in May during our S'Pore trip. Me, wife and kid along with Parents (65+). Got unlimited express pass for me, wife and kid. Got regular express pass for parents. The three of us would try a ride and then if the intensity was low we would repeat with our parents. We enjoyed all the rides / shows. Especially - Jurassic Park, Puss in Boots, Mummy, Human/Cylon, Water World. Transformers was a little bit of let down.Parents went to Madagascar, Puss in Boots, Shrek, Water World. Father skipped Jurassic Park due as he has a cardiac condition.Comparing to other Universal Studio's - Having been to USF, USH, USJ and USS - I feel the attractions are more modern compared to USJ which still features Back to the Future, Terminator etc. Probably at same level of fun as USH. USF still gives more bang for the buck because of Wet'n'Wild and Islands of Adventure.
",5,2016-06-10,May 2016,India,03
review_381317609,“Exciting Fun-Filled Day”,"There are a number of attractions in the park but amongst the favourite is the Canopy ride and Puss in the Boots ride. They are not the daredevil type ides but gentler and scenic type rides but still exicting. The making of a Category 5 hurricane in Lights, Camera and Action theatre is also interesting and imaginative. There are a number of food outlets within the park and bringing in outside food is prohibited. There are also a number of restaurants and cafes within 100 metres outside the park which are open till late night where one can have dinner. Official photos with characters taken by park staff are generally expensive to purchase but the staff will also be happy to use your camera to help take photos at no cost. Plain water is permitted to be brought into the park and you can replenish water at several water points in the park at no cost.
",4,2016-06-10,June 2016,Singapore,05
review_381170070,“Best vacation trip with young children ”,"We went to Singapore to celebrate our only daughters 7th birthday. We spent one day at the USS. We reached sentosa by a cab and got tickets directly at the USS counters. I was first hesitant to pay SGD50 extra per person for the express pass as it amounts to INR7500/- for the three of us. But finally I took it and it's the best thing I've done. The wait time for popular rides was upto 180 minutes also. And we got them done in like 10 minutes. So I recommend the express pass if you really want to enjoy the rides or else you'll get stuck up waiting for hours to gether. Summer afternoons can get really hot so be prepared. The best rides 1. Transformers - amazing. Don't skip this. 2. Cyclon & Hunan roller coasters - must do for the adrenaline junkies 3. Jurassic park Rapids - do it for the experience of being transported to the Jurassic times. Rest all were also good. Food court was as usual like any other park. Over all must go with kids. And TAKE the express pass
",5,2016-06-09,June 2016,India,0
review_381109091,"“Finally got to visit, and it was great!”","My wife and I have been waiting a long time to visit USS and we finally got the chance after 2 previous attempts. Seems we came during the Singapore school holidays, but not too busy. Transformers was really cool, and we actually went for it again towards the end of the day. A bit of a long queue for the Battlestar rollercoaster but lucky we bought the express tickets. My wife mistakenly left her camera in the washroom near the entrance, but thanks to your staff Cheryl and Grace at the Lost and Found counter we managed to retrieve it back. Really thankful for their reassurance and prompt follow up. We had bites at a few places. One was Goldilocks chicken, it was quite crowded and waited a bit long to queue. Our order was not complete as we had to wait for our side dish to be prepared, but the floor manager Siva really went out of his way to personally deliver the food to us and apologised for the wait. He was genuinely friendly. Ben and Jerry ice cream was nice but pricey compared to what we can buy outside. We also had the Chicken rice at the Discovery food court. Not bad but it's very expensive, especially as the meal is without drink so we have to pay another $4 for a drink. The floor manager Lesh was very helpful in giving us suggestions for what we wanted to order actually while we were looking at the menu, and it was nice to see him helping a older man carry his tray of food to the table while we were queuing to pay for our food. We left around 6:30pm after coming in at 11am plus, so it was really a whole day adventure. Generally all the staff around the various areas are quite welcoming and friendly, especially the staff at the Sesame Street shop. Although I think the staff who are escorting the dance group were a bit rude to those who wanted to take pictures (we managed to get ours but those behind use were cut off), I think they could handle that better. We plan to come back later this year, maybe in December. What a great time we had!
",4,2016-06-09,June 2016,NoCountry,03
review_381086205,“Happy place for children”,"happy place for children... must go for family fun... the rides are fun and definitely a recommended place...
",4,2016-06-09,June 2016,Indonesia,03
review_381058900,“Awesome place to be in singapore..”,"I would highly recommend everyone to visit universal studio in singapore... Awesome place and awesome rides.... Awesome food joints and options inside the park but if you are vegetarian than you should carry some food or snacks with you as there are very limited options available inside... This place is really magical nd leaves you with amazing experience that one can charish...
",5,2016-06-09,July 2015,India,03
review_381014700,“awesome theme park!”,"if you go there alone, you don't really need to buy express ticket. there is queue for single rider. so you can ride attractions faster than other one. and before opening there is kind of permanence, if you react really good, they will give you an express ticket
",5,2016-06-08,June 2016,South Korea,04
review_381012831,“Best Day ever”,"It was the best day ever in my life. It is so clean compared to Malaysia. I could not complete some attractions but it was still fun visiting.
",5,2016-06-08,November 2015,NoCountry,01
review_381007606,“Fun and Great Experinced”,"Castle inside like the fairy tale and they have many activities from each cartoon characters which give exciting experience to our kids.
",4,2016-06-08,July 2015,NoCountry,03
review_380848277,“Don't miss it for anything”,"We went on a weekday and we're lucky there wasn't much of a crowd. Highlights of the place is the Hollywood show, the transformers and the lost world
",5,2016-06-08,May 2016,India,04
review_380845662,“Still having fun in my mid life.”,"It is the 3rd Universal Studio I have been. But it is still my favourite place and attractions for my travelling plan. Haha....... maybe I keep myself young to visit this kind of theme parks. The only game I dare to go is the Transformer one. It is very speedy car indoor with transformers. I qued for half hour in not so peak sesaon. And I stayed for 5 hours until I cannot move. Yeah, af course I took a lot pictures inside.
",4,2016-06-08,May 2016,China,01
review_380791869,“Amazing stimulation of movies”,"USS singapore is the best place I've been! The human vs cyclone roller coaster is simply thrilling and the farfaraway adventure was awesome. The movie stimulation is amazing! I'm tellin you, if you dun visit this, your gonna regret it someday
",5,2016-06-08,June 2016,Singapore,01
review_380744772,“it is beautil”,"in the morning you have to attend the the shows thats a tip the dthe rides because of the croud of people..
",5,2016-06-07,April 2016,NoCountry,01
review_380739427,“Better if you use EXPRESS”,"Better if you use Express because queue for each attraction very long in high seasons. Don't waste your times waiting. Come there in morning, so you can play most of their games. Use your casual clothes, because its very hot in summer, use sunblock and wear your outdoor equipment (sunglasses, hat or umbrella). Bring your own drinks and food if you want.
",4,2016-06-07,December 2015,Indonesia,05
review_380730098,“Fun Experience!”,"Had fun and managed to try out most of the rides. Favourite would be the Mummy ride. Merchandise wise is a bit of disappointment though and queues can be quite long at times.
",4,2016-06-07,April 2016,Singapore,05
review_380697530,“Play till you drop”,"It was so fun until we did not realise that it was already 7pm!!! I love the minion shop the most as it has wonderful mirrors. I love all the rides that they have for me. I would love to go again
",4,2016-06-07,June 2016,Singapore,03
review_380681890,“Average”,"Maybe its because i have been to the other universal studios this one felt very average and lacking excitement on some rides. Usually the ride operators are happy people who excite you to go on rides,, they didn't seem to be happy at this place.If you haven't been this is a good place to experience first so you dont feel let down.
",3,2016-06-07,June 2016,Australia,05
review_380651789,“So fun!”,"Spent the a whole day here, it was so fun! Some rides for kids and some for adults, the shows where great! Only downside was that the park closed pretty early, so def be there right when the open!
",5,2016-06-07,May 2016,NoCountry,02
review_380596769,“Twice in one visit”,"I loved U S. So much that we ageed to visit The park twice in 4 days. Express-pass was The best investment, to skip The Lines was wonderful. A bit disapointing that The sci-fi area wasnt open. But The park stil gets 5 out of 5.
",5,2016-06-07,July 2015,NoCountry,03
review_380487244,“Awesome Rides - Galactica”,"My family loved the rides and the the Decor of the Amusement Park. - Galactica , The Mummy and the Transformers were really wonderful.
",5,2016-06-07,May 2016,India,0
review_380466216,“Huge place full of Adventure!”,"Going in at 10am, the queue was extremely LONG! Sign up for the Universal Express , at an additional SD50 (on top of the entrance fee of SD74) believe me you will save TIME from the long long queue and get to ride as many rides as you want. The express works one time per coupon but yeah, you get to at least try most of the rides, rather than standing in line ( for some up to 3 hours ! ) just for one ride !
",5,2016-06-06,May 2016,Malaysia,05
review_380462426,“Average experience ”,"The queues were pretty long and the rides were not that fantastic as expected. However it's still a must visit although the park was rather small as compared to other theme parks.
",3,2016-06-06,June 2016,Singapore,03
review_380318047,“Worth every penny spent”,"If you are still alive and reading this, you have to once visit Universal Studios at Singapore. They say this is next only to Universal in Las Vegas. If you are faint hearted do not ride the roller coasters Human and Cylon. Else just head for them. The Egyptian Mummy ride is awesome too. Carry your selfie stick and do not miss the Transformers ride.
",5,2016-06-06,May 2016,India,06
review_380271143,“SUPERB PLACE TO VISIT😍😍”,"I went there3-4 years ago . I enjoyed it so so so much that I can't tell.the theater is awesome.roller coasters And all are also fabulous loved it
",5,2016-06-06,July 2015,NoCountry,0
review_380268378,“Brilliant Day Out”,"Had a brilliant day at Universal Studios, arrived at about 13:00 and was there until closing at 19:00. The waiting times for some rides were insane when we first arrived but as it got later these went done. Fantastic rides really well thought out. Also some good activities for all to partake in for example the special effects show. The only downside is that some of the queues for the rides go up stairs, these tend to not have air con/fans so can get very warm and stuffy so just bare that in mind.All in all a fantastic day out and well worth the money. Also the snack and drink prices in the resort are very reasonable considering it's a theme park
",5,2016-06-06,June 2016,United Kingdom,04
review_380163230,“Went here for few times”,"Great place for everyone no matter you are solo or with friends and family. This place makes me do not want to go home.
",4,2016-06-06,December 2015,Singapore,04
review_380144357,“Always a great attraction”,"Plenty to see and do as expected. Que times are long but rides are worth the wait. Always busy with people everywhere, designated smoking areas away from general public which is thoughtful and rare these days.
",5,2016-06-06,May 2016,Australia,03
review_380124840,“Fun & Frolic @ Universal”,"Before planning my trip to Universal i had done a lot of research.. So i came to kno tht the gates open at 9:45am..We reached there right on time...and straight headed to transformers ride..to my surprise we were among the 1st to take the ride..then we headed to revenge of mummy and thr too we sat 1st and finally we found ourself at the gates of Jurassic park.It opens sharp at 11am..and thr too we completed the main Jurassic park adventure ride 1st...So later we did all the small rides..took lots of pics wit minions, marlyn monroe, etc...Around 3:30 tp 4pm u see the characters on the streets of hollywood..so keep urself free by then.. Later we njoyed Water world show and Lights Camera Action show..Let me tell u guys Lights camera action is not to be missed..awesome work by Steven Spielsberg..By 4pm we completed our entire Universal Studio with all pics being clicked.. so those who want to njoy it and dont wanna miss anythin..be there just when gates open and tehn entire day ir urs :)
",5,2016-06-05,May 2016,India,05
review_380117789,“Great place!”,"Excellent place for all the family. Not the cheapest day out, especially if you take the 'express pass' too (you really need this). Lots of food outlets that are not too pricey.
",5,2016-06-05,June 2016,United Kingdom,06
review_380115508,“Fun day out. ”,"i. Reached there about 1030. First thing is to walk around and plan where you want to go. ii. The Lost World opens at 1100. So we waited for it to open and did one roller coaster without queue before visiting Water World. - Strongly recommend Water World show. The first one is 1130, then 1300 then 1700. - If budget isn't a constrain, go for express pass so you skip 75% of waiting time. - Great place to bring your girlfriend or children (if any) o Water World was fun, mesmerizing, action packed and lots of stuns! It is a must to visit when you're in USS. Lots of pyrotechnics, it is live action movie!! You might get very very wet to very wet. Just bear in mind. ;)o Lost World was fun but the roller coaster was a brief ride. Try the hydroelectric one, you'll get abit wet but fun. o SciFi ride is the best of the best. Try the cyclon, much better than humans. o Transformer one was a 4D ride. Quite exciting if you're a big fan of transformer.o New York and Hollywood are well done. Beautiful. o Castle of Far Far Away is magical. More for kids though. o Mel's Drive-In girls are gorgeous and adorable. o Classical cars! Men's favorite! o Interesting ancient Egypt. Although we didn't manage to get a ride there. x Long long long queue. We waited for 2 hours just for the <2 minutes cyclon ride.x No one is hyped about Madagascar anymore. x Be prepared for expensive food. :)x One day is enough to play 65% of the whole USS. You probably need 2 days and express pass for 100% experience. x We experience two short delays during the wait. One for transformer and the other for Cyclon ride. Delay added up to be almost 40 minutes lost. :(
",4,2016-06-05,June 2016,NoCountry,06
review_379986978,“Amazing Experience.....”,"Place is simply amazing ...offers great experience...must visit place with family as it has something for each age group...it offers multiple shows and amazing rides...one must plan to spend entire day in order to enjoy it to the fullest...avoid weekends as they are generally high crowd days...or get express tickets
",5,2016-06-05,June 2016,India,04
review_379970007,“Super Themes based park”,"As place name says Universal Studio, truly a replica of a kind for all countries cities places be it New York, Egypt, Russia, Jurassic Park excellent ride and roller coaster rides to be once in a life time experience.. Visit place when child in FAMILY are of 10+, so could ride all themes and enjoy the fullest...
",5,2016-06-05,April 2016,NoCountry,02
review_379959157,“Good experience ”,"Over weekend, it is very crowded. Suggestion to bring light belongings. Some rides like Transformers and roller coaster can be almost 2 hours wait in line for a 10 minute thrill. McKinsey Consulting that did research for Universal Studio is correct to introduce premier pricing for express lane. Pay bit more for your express lane ticket will allow more rides in one day. A cheaper ticket which allow only 3 good rides in one day actually makes each ride more experience as one is trading your time.
",4,2016-06-05,June 2016,Thailand,06
review_379948971,“Best ever”,"£35 a ticket is worth it. Fantastic day out. All the rides are wicked and food places are tasty. All your favourite characters on show. Shrek 4d is too good.
",5,2016-06-05,December 2015,United Kingdom,05
review_379836785,“Amazing trip! tiring but supper fun!”,"All their rides are worth especially the transformer ride! if you will visit Universal Studio make sure you get to try the transformer ride! also the Egypt one forgot the name of the ride.
",5,2016-06-05,April 2016,Philippines,0
review_379812768,“Very nice”,"there's a little rain when we went to USS recently so there's not a lot of people visiting it I guess. We had maximized our time as we almost experienced all major rides and entertainments like Shrek and Waterworld and with a lot of stopover.
",5,2016-06-04,June 2016,Malaysia,03
review_379795474,“Great holiday”,"Great holiday with bf and friends. You must come early to queue. The Gate open 10am. Will back again soon...love love love
",5,2016-06-04,July 2015,NoCountry,04
review_379691361,“Studio with Rides”,"Should spend the entire day at this studio to enjoy the various Rides and Shows. The shows are pretty attractive, so one should collect the timings in advance, so as to reach their in time. This a great fun cum adventure place. Rides are closed if it is Raining, use this time to visit the various indoor shows.
",4,2016-06-04,May 2016,India,04
review_379616374,“Excellent...”,"What an experience. With so many rides and stuff happening around its a must for all. So many food choices . Try to get express tickets else can be a long queue
",5,2016-06-04,March 2016,NoCountry,05
review_379570960,“Family trip to USS”,"We visited USS on the Friday before Singapore School Holidays started with our 5 & 6 year old. We purchased our dated tickets online (including express passes). It was quite busy in the morning becoming busier over the day, but easy to enter and find our way around. It is quite easy to walk all around the park, everything is close by. We spent most of our time in the Madagascar and Jurassic Park areas for our kids. They were able to go on most rides accompanied and enjoyed all of them. Some parts of the park open an hour or so after entrance time, so be aware you may have to come back later for some rides. We used our express passes quite a bit as the day went on as some queues were up to 1 hour and it is very warm/humid. Definitely take hats and sunscreen and plenty of water. We ate at the Marty's Casa Del Sol food court which was very reasonably priced. We easily spent the whole day there which was very tiring, but enjoyable.
",4,2016-06-04,May 2016,Australia,04
review_379529267,“Must go”,"took my kid to Singapore for this attraction. It was on top of our list and it didnt disappoint. Great for kids , take the express unlimited pass otherwise you need to stand in long ques to ride. Must do is inter galactic ride. Do shop from minions shop if u are a fan
",5,2016-06-03,May 2016,India,05
review_379506365,“Good job USS”,"Cannot go wrong to spend time here but be prepared to spend money here. Come early so that you can get your money worth. Children friendly restroom nearby but try not to come on weekend as queue for rides will be triple.
",5,2016-06-03,May 2016,NoCountry,03
review_379417780,“I want more!!”,"My second time in Singapore but my first time in Universal Studios Singapore. Ok, so my goal for the day was to try Battlestar Galactica and Revenge of the Mummy. It opens at 10am but we got there at around 11am. I would suggest going there at opening time to make the most out of it.We took note of the outdoor shows we wanted to see but then, it proved to be useless later on. Due to the haze and a little rain, they cancelled a lot of outdoor shows and closed some of the outdoor rides. Bummer. Our first stop was the The Rockefellas show at the Palace. We stayed for the show, took pictures at the Met steps (feeling Gossip Girl!) and then went to TRANSFORMERS The Ride. Transformers The Ride was so painstaking. We queued for almost 2 hours. 2 freakin hours. We wasted so much time!My friend who didnt come with us to the ride was able to see Betty Boop and the Mel's Dinettes show. We went to the Puss in Boots' Giant Journey ride next. There it is again - the long queue! I honestly thought that because it's a Monday, there won't be a lot of people, but we were so wrong! It's like a mini roller coaster and it was quite fun.After the ride, it was almost time for The Dance of the Magic Beans show so we stayed in that area. We decided to have lunch while waiting. Then, a few minutes before the show, they announced that it was cancelled. Huhu. My other friend went to the souvenir shop and only saw a glimpse of Puss. Why is he so elusive?! When she got back, we went to the Donkey Live show instead - which was really really funny! It's very interactive and I'm sure the kids had a blast!Right after that, we rushed to the Water World but when we got there, they announced that it was also cancelled. Dammit. I was actually looking forward to that show. We heard so many good things about it. Huhu.We went to the Jurassic Park Rapid Adventure next. We brought our own rain coats with us so we were soooo ready to get wet and wild! The queue was super long so my friend and I decided to do the single rider thing. We were right in front, in a snap! While waiting, they kept announcing that they might close the ride due to weather conditions. We kept our fingers crossed but then after a while, they announced that they're closing the ride. Huhu. Not wanting to waste any time, we went to Revenge of the Mummy instead.Again, we took the single riders queue. We still waited for quite a long time but luckily, My friend and I were still on the same train. She was right behind me. Ok, this ride could've been pretty scary if it wasn't too dark. It was just ok for me.After this ride, we went back to Jurassic Park and yaaaay, they have re-opened it. This time around, there weren't a lot of people yet so we took the regular queue. We entertained ourselves by gossiping about the people around us. Ok, of all the rides we've tried, I probably liked this the most. I didn't have any expectations because I was thinking, this is just going to be like EK's Rio Grande. But there was a part where we thought, they were going to drop us. They actually did, but sideways. But totally love that feeling when you are unsure of what's exactly going to happen. So yeah, that's why this is my favorite. We didn't have much time left so we thought of just going around, take pictures everywhere. We went back to Battlestar Galactica but the waiting time is still 60 minutes. Seriously, the park is closing in an hour! Ain't got no time for that. Would have loved to try this though.We went to the Madagascar zone since that's the only part of the park we haven't visited. We rode the Madagascar: A Crate Adventure because there was no queue. It's just like Disneyland's It's a Small World. But OMG, there was a surprising twist! The falls!!! I hurriedly looked for my rain coat inside my bag, then it stopped. Seriously - that almost gave me a heart attack!!! We took a very quick photo op around the remarkable areas in the Hollywood zone. I think I like the Far Far Away zone the best! Super love the photos we took there! We went out before 6pm because we don't want to go with the influx of people exiting USS. All in all though, it wasn't so tiring because it's a lot smaller than Disneyland. I didn't feel like amputating my leg afterwards due to the pain. LOL. Wanna go back though to try the other rides! :( Maybe I'll purchase the fast pass next time!
",4,2016-06-03,October 2015,Philippines,06
review_379402591,“Unravel the kid in you!”,"Universal Studios is by far the closest I have been to my favourite movie characters and places and it was a great experience. The six sections in which the studio is divided are equally engaging and entertaining. Go with your kids or younger siblings, there's something for everyone!:)
",5,2016-06-03,May 2016,NoCountry,03
review_379329335,“universal studio”,"open 10 am in morning till 7 pm , you can rent strollers, wheelchair etc just at entrance of park ,senior citizen and children tickets are discounted.3 people along with people on wheel chair are allowed to use express service for all rides if someone with you is at wheelchair.full day excursion.
",5,2016-06-03,May 2016,India,03
review_379308523,“Express Pass is not valid for all attractions”,"Awesome place albeit a little bit smaller than USS America. Not much attractions but enjoyed our time there. The rides were great especially Transformer and Jurassic Park and be prepared to get a little bit wet for the latter.Even though the theme park is small but still need at least a whole day to fully enjoyed all the attractions.Highly recommend to buy the express pass as it will save a lot of waiting time. Some attractions need at least 60 min waiting time. Imagine all the time wasted waiting in line. However be prepared to feel a bit cheated as the express pass is not valid for all the attractions. Found this first hand at Treasure Hunter, Canopy Flyer and so on. This is a major let down as we paid so much for express pass but end up waiting in line.
",4,2016-06-03,June 2016,Australia,04
review_379280633,“GREAT FUN.... ”,"Sci fi rides great..... Weekend n holiday rush very high so we bought the express pass.... It was great n super easy.... Rides are nice with a good visual value.... Carry bottles n caps.... Water show was entertaining.... A must for kids!!!!
",4,2016-06-03,May 2016,NoCountry,05
review_379274933,“Wholesome fun and entertainment”,"1st imp point- Buy your tickets preferably online. Look out for many websites which offer discounted entry fee. Even the Resort world Sentosa has special offers. If you are going with kids you need to plan the rides in advance as they have rides with height restrictions. The express pass is very helpful as you dont have to wait in long lines. Dont miss the main rollercoaster rides. Meeting Shrek got a bit uncertain. Their program showed that Shrek meet and greet will start from 12.20pm till 5 pm. We kept waiting as my daughter was very keen. Shrek and Fiona finally came out only after 4pm. There are many eateries but quite expensive. You need an entire day only for Universal studios
",5,2016-06-03,May 2016,India,06
review_379241774,“Good time”,"We had a good time but recommend buying the express pass for a full experience. It's pricey but when you're paying $70, might as well pay another $50 and enjoy. Also plan in a way that you keep 2 hours in the end so you can return the rides you've enjoyed in the morning
",4,2016-06-02,June 2016,United Kingdom,01
review_379235976,“Fun day out.”,"Super fun place to go for a day out. If going, fast pass for $50 is so worth it as queues are obscene and especially in the heat. Rides are very fun.
",5,2016-06-02,June 2016,NoCountry,03
review_379226230,“Awesome ”,"So many rides to choose from. Friendly helpful staff Action packed adventure all day. Lockers are available for a small fee. Food outlets are available
",5,2016-06-02,July 2015,NoCountry,06
review_379218478,“Fun! Fun! Fun!”,"Visited Universal Studios Singapore for few times.Small interesting themepark for all ages. Few dining options available in the park. The queue for some rides can be very long. Suggest to purchase the Express Pass which can reduce queueing time. Some 4-D shows are quite interesting just like riding the movie. Characters photography can be quite long queue for popular ones. Visited the studio at night once, it's pretty colourful too.Enjoyed. A whole day needed for first timer to the park (10am - 5pm). Enjoyed these few rides, The Mummies, Transformers & Jurassic Park (Prepared to get wet... otherwise please wear a raincoat).
",4,2016-06-02,July 2015,Singapore,06
review_379106108,“Everything in one roof ”,"Dis place is really fantastic it package of surprises and fun lots of entertainment for all age group must money worthy really just superb.Avoid Saturday and Sunday it's really crowded and you can't cover even 50 percent of d things and ready to run all time it's really very big .
",5,2016-06-02,April 2016,India,02
review_379091581,“Fun in uss”,"Its has been a while going to theme park... Universal studio remind me of hollywood.. The dreams... So its easier to go to singapore then los angles... Still super fun
",5,2016-06-02,July 2015,NoCountry,06
review_379063951,“A Day Full of Fun with Express Pass”,"First, when you plan a trip to Singapore, make sure to include Universal Studios in your agenda. I was fortunate enough to have visited several times but it was the most recent that we opted to use the express pass. This may have been the best decision we have made. Although you pay premium price for it, the benefit outweights the cost and really ads so much value on your visit. Plus, the most valuable benefit of the express pass is your time. 5 mins on queue was the longest we had to wait as opposed to an average of 90 mins. When you are travelling and have limited time to spend, I recommend getting the express pass and this will give your a whole lot more adventure in one day. You can finish the best rides in a matter of a few hours rather than spending your whole day standing on queue.
",5,2016-06-02,May 2016,NoCountry,03
review_378983907,“Awesome Fun in USS”,"Had very good fun in USS. It has to be a full day outing. The rides I loved the most are the autobots ride,Revenge of the mummy, Madagascar rides.
",5,2016-06-02,May 2016,NoCountry,02
review_378938573,“Great Place”,"we had been to this place and it is great place for day-out. there are so many shows which were really good.
",5,2016-06-02,April 2016,NoCountry,04
review_378891560,“USS trip”,"Spent the whole evening on Saturday just to relax and have fun. My kids love the park and the rides especially at the Jurassic World as the queues were not that bad.Hopefully there are more Halal food available nevertheless we will definately visit the park every few months.
",4,2016-06-01,December 2015,NoCountry,03
review_378877859,“fun day at USS Santosa”,"Its a good place for kids & adults both. USS has many zones such as Far East, Jurassic park, Transformers, Hollywood, New york etc etc. Keep a whole day for visiting USS. You can see various themes based structures, parks, rides & characters. You can get your picture clicked with dinosaurs, minions, transformers etc. Must to rides are transformer ride, battle star gallectica, Egyptian, Jurassic etc. Found the souvenirs a bit over priced though. Go on a weekday to avoid huge queue waiting time
",4,2016-06-01,May 2016,India,04
review_378871669,“Entertaining”,"All rides, funs, shows are very entertaining and excellent. But I should say, it is not that great like the universal studios in Los Angeles. Food, toys, and whatever you buy are very very very over priced and expensive. Very professional. Kids will enjoy so much. 1 full day will require to go on maximum rides.
",4,2016-06-01,May 2016,India,06
